similarity_result,distance,outsource,colorSimilarity
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,0.0691,0,0.907533237167672
0,,0,0.940484685023743
0,0.0974,0,0.921349225310959
0,0.091,0,1
0,,0,0.277274908552536
0,,0,0.277274908552536
0,0.0672,0,0.277274908552536
0,0.0523,0,0.348840850886711
0,0.0649,0,0.560728041096447
0,0.0769,0,0.359181934645406
0,0.0497,0,0.399034585068123
0,0.0819,0,0
0,,0,0
0,0.0618,0,0.447465362127685
0,,0,0.447465362127685
0,0.0904,0,0.330181815927771
0,,0,0.330181815927771
0,,0,0.418782608024183
0,0.0417,0,0.418782608024183
0,0.0553,0,0
0,,0,0.345758724893218
0,,0,0.345758724893218
0,0.071,0,0.345758724893218
0,,0,0.39444298708979
0,0.0699,0,0.39444298708979
0,0,0,0
0,,0,0
0,0.0726,0,0
0,,0,0
0,0.0949,0,0.832679731669158
0,0.0946,0,0.605962459663779
