"supplierUrl","amaonUrl","size","similarity_result","distance","outsource"
"https://cdnimages.opentip.com/thumbs/BBY/BBY-TCDG-015_160_160.jpg","http://ecx.images-amazon.com/images/I/51na5QW8hPL._SL75_.jpg","7632  10768",0.357446808510638,0.0575,0
"https://c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A61X_131625559000997533g9qrsWC6js.jpg","http://ecx.images-amazon.com/images/I/41q8z69PiaL._SL75_.jpg","12464  7312",0.357512953367876,0.0289,0
"https://img.grouponcdn.com/deal/nSSFr5kpmeVZYpTSiNjHHV8cMjW/nS-960x576/v1/c414x250q85.jpg","http://ecx.images-amazon.com/images/I/417bpdrhiPL._SL75_.jpg","15536  14480",0.358921161825726,0.1255,0
"https://c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/26-304-004-S01.jpg","http://ecx.images-amazon.com/images/I/51%2BQINlmEyL._SL75_.jpg","12752  6800",0.359493670886076,0.0691,0
"https://c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/AAEH_1_201701042472415.jpg","http://ecx.images-amazon.com/images/I/51dRCZZAvpL._SL75_.jpg","13840  13040",0.361305361305361,0.0504,0
"https://c1.neweggimages.com/ProductImageCompressAll300/A36W_1_201612021787511474.jpg","http://ecx.images-amazon.com/images/I/41dbxoaLKWL._SL75_.jpg","12240  5616",0.361477572559367,0.0939,0
"https://cdnimages.opentip.com/thumbs/BBY/BBY-SCAM-502_160_160.jpg","http://ecx.images-amazon.com/images/I/51A285IrGEL._SL75_.jpg","3472  4080",0.361904761904762,0.198,0
"https://target.scene7.com/is/image/Target/50711258?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/31d%2BxrT50pL._SL75_.jpg","13872  752",0.362790697674419,0.0717,0
"https://c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A0SD_1_20180518509036986.jpg","http://ecx.images-amazon.com/images/I/512WD4biZGL._SL75_.jpg","10608  14384",0.36280487804878,0.1203,0
"https://images.bonanzastatic.com/afu/images/c02d/f60f/7042_6256715955/ts-117454_1_thumb200.jpg","http://ecx.images-amazon.com/images/I/516LyuqIlnL._SL75_.jpg","12176  9456",0.363395225464191,0.0921,0
"https://media.cymaxstores.com/Images/4423/1714434-M.jpg","http://ecx.images-amazon.com/images/I/31zAFy3tNYL._SL75_.jpg","816  1168",0.363636363636364,0.0894,0
"https://imagesprod4.dickssportinggoods.com/is/image/dkscdn/17ADIYNHLDVLSYBLKAPT_is/?$DSG_ProductCard$","http://ecx.images-amazon.com/images/I/51bDOBp-ExL._SL75_.jpg","9136  6384",0.365248226950355,0.0944,0
"https://c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A4FT_1_20160529409337565.jpg","http://ecx.images-amazon.com/images/I/313WLAPviLL._SL75_.jpg","14896  13840",0.365800865800866,0.1452,0
"https://imagesprod2.dickssportinggoods.com/is/image/dkscdn/18RAWUNCFMNNHLMRYMIN_is/?$DSG_ProductCard$","http://ecx.images-amazon.com/images/I/418iVqUPhtL._SL75_.jpg","9104  7664",0.366548042704626,0.0431,0
"https://richmedia.channeladvisor.com/ImageDelivery/imageService?profileId=52000717&imageID=163110493&recipeName=180x180","http://ecx.images-amazon.com/images/I/41WxWru0-hL._SL75_.jpg","4912  11408",0.366666666666667,0.1452,0
"https://c1.neweggimages.com/ProductImageCompressAll300/AAD0_1_20160706275926973.jpg","http://ecx.images-amazon.com/images/I/51LyM4Fnk-L._SL75_.jpg","15088  14800",0.367521367521368,0.1395,0
"https://c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A35C_1_20131204345683861.jpg","http://ecx.images-amazon.com/images/I/4151JoppgcL._SL75_.jpg","13776  3472",0.36768149882904,0.0777,0
"https://c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A4SR_1_201804161370687504.jpg","http://ecx.images-amazon.com/images/I/412x1SPZZYL._SL75_.jpg","14384  9072",0.369955156950673,0.076,0
"https://c1.neweggimages.com/ProductImageCompressAll300/A44N_130848538453740069dgdy28k25p.jpg","http://ecx.images-amazon.com/images/I/31qDK-brVYL._SL75_.jpg","12912  3504",0.37,0.1433,0
"https://c1.neweggimages.com/ProductImageCompressAll300/75-953-234-14.jpg","http://ecx.images-amazon.com/images/I/31zj6B30cuL._SL75_.jpg","9104  7920",0.370106761565836,0.1141,0
"https://target.scene7.com/is/image/Target/52703518?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/41E4GfLUHaL._SL75_.jpg","15760  4784",0.370143149284254,0.0896,0
"https://media.cymaxstores.com/Images/4670/1704913-M.jpg","http://ecx.images-amazon.com/images/I/31l3eW1iycL._SL75_.jpg","15728  10576",0.370901639344262,0.0612,0
"https://img.grouponcdn.com/deal/4vHbF553tcxYuyewEKLKfRSo6iA/4v-700x420/v1/c414x250q85.jpg","http://ecx.images-amazon.com/images/I/41cJVAUd0DL._SL75_.jpg","14512  6544",0.371111111111111,0.2189,0
"https://images.heb.com/is/image/HEBGrocery/prd-small/bond-brand-hose-mender-001953498.jpg","http://ecx.images-amazon.com/images/I/31LSVoHh8IL._SL75_.jpg","11792  5680",0.372602739726027,0.2013,0
"https://img.grouponcdn.com/deal/2WWivXwqLUWZ3ni3Zi3JxL8ocyka/2W-2048x1229/v1/c414x250q85.jpg","http://ecx.images-amazon.com/images/I/31D-l1HmeRL._SL75_.jpg","15568  6800",0.372670807453416,0.1221,0
"https://c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A908_130871258122944498lGFDjD0itD.jpg","http://ecx.images-amazon.com/images/I/419wqcSI6xL._SL75_.jpg","12304  13488",0.372703412073491,0.0698,0
