,"supplierUrl","amaonUrl","size","similarity_result","distance","outsource","colorSimilarity"
752,"https://target.scene7.com/is/image/Target/53275968?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/41P44iQz1WL._SL75_.jpg","16112  12176",0.44,0.1998,-1,7.08754069917298
724,"https://target.scene7.com/is/image/Target/53275258?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/31cfQ03QfqL._SL75_.jpg","11888  6352",0.440217391304348,0.0818,-1,0
261,"https://images.bonanzastatic.com/afu/images/9cb9/889c/41e5_6076131951/__57_thumb200.jpg","http://ecx.images-amazon.com/images/I/41Z1-8vaziL._SL75_.jpg","4400  1936",0.440298507462687,0.0229,-1,0
827,"https://target.scene7.com/is/image/Target/53388807?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/31wL%2Bga2uCL._SL75_.jpg","3600  3696",0.440366972477064,0.1284,-1,0
858,"https://target.scene7.com/is/image/Target/13987275?wid=325&hei=325&qlt=80&fmt=pjpeg","http://ecx.images-amazon.com/images/I/31TDwp0qnEL._SL75_.jpg","13392  15248",0.440963855421687,0.0493,-1,0
950,"https://target.scene7.com/is/image/Target/53243986?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/61mU0lNA67L._SL75_.jpg","15472  16112",0.441666666666667,0.0628,-1,0.046115045319383
807,"https://target.scene7.com/is/image/Target/52023742?wid=325&hei=325&qlt=80&fmt=pjpeg","http://ecx.images-amazon.com/images/I/51TOSrUkcBL._SL75_.jpg","5904  16016",0.441988950276243,0.0514,-1,1.19168323697172
782,"https://target.scene7.com/is/image/Target/53182261?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/415T84urOrL._SL75_.jpg","13648  1392",0.442080378250591,0.14,-1,0.008272867940396
48,"https://imagesprod5.dickssportinggoods.com/is/image/dkscdn/16OSUYNCHSTYSGNLPAPA_is/?$DSG_ProductCard$","http://ecx.images-amazon.com/images/I/51E35rb9HjL._SL75_.jpg","9520  9808",0.442176870748299,0.0447,-1,0
84,"http://g.christianbook.com/dg/product/cbd/w163/547897.jpg","http://ecx.images-amazon.com/images/I/41qqs8AoVPL._SL75_.jpg","11184  11120",0.442196531791907,0.0952,-1,1.62440548837185
995,"https://s7d4.scene7.com/is/image/BonTon/498060_ivory?$medium_245$","http://ecx.images-amazon.com/images/I/51wmtxATF%2BL._SL75_.jpg","12848  4688",0.442211055276382,0.0196,-1,0.773715436654629
356,"https://img.chewy.com/is/image/catalog/129670_MAIN._AC_SS190_V1497909066_.jpg","http://ecx.images-amazon.com/images/I/41ky5QVltVL._SL75_.jpg","12112  9040",0.442666666666667,0.0723,-1,0.117926491033894
897,"https://target.scene7.com/is/image/Target/53174984?wid=325&hei=325&qlt=80&fmt=pjpeg","http://ecx.images-amazon.com/images/I/417tleW0L0L._SL75_.jpg","11024  6704",0.442815249266862,0.1217,-1,2.9340261174323
722,"https://target.scene7.com/is/image/Target/52237939?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51xlxoDIKlL._SL75_.jpg","11664  15664",0.443213296398892,0.1822,-1,49.2554150622296
180,"https://imagesprod.dickssportinggoods.com/is/image/dkscdn/15YAKU18RTHMMRDSLLUR_Tinsel_Brown_Trout_is/?$DSG_ProductCard$","http://ecx.images-amazon.com/images/I/41Uo%2B7UyxxL._SL75_.jpg","9424  7024",0.443298969072165,0.0418,-1,0
809,"https://target.scene7.com/is/image/Target/47100896?wid=325&hei=325&qlt=80&fmt=pjpeg","http://ecx.images-amazon.com/images/I/41Paa7s9gRL._SL75_.jpg","15920  7952",0.44331983805668,0.0423,-1,22.045963571134
993,"https://s7d4.scene7.com/is/image/BonTon/1316946?$medium_245$","http://ecx.images-amazon.com/images/I/61d4%2BpngnBL._SL75_.jpg","13968  15120",0.443418013856813,0.1309,-1,0.2791329352701
223,"https://images.bonanzastatic.com/afu/images/fabe/23ea/0156_6213541231/__57_thumb200.jpg","http://ecx.images-amazon.com/images/I/51PSO2Yc2iL._SL75_.jpg","5232  1584",0.44375,0.09,-1,1
793,"https://target.scene7.com/is/image/Target/53636812?wid=325&hei=325&qlt=80&fmt=pjpeg","http://ecx.images-amazon.com/images/I/51unJKnFWGL._SL75_.jpg","16048  16048",0.443775100401606,0.1057,-1,0.050977370726153
38,"https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A00Y_1_201705211817211043.jpg","http://ecx.images-amazon.com/images/I/41Grka-Uf3L._SL75_.jpg","13232  12528",0.44390243902439,0.0375,-1,0
403,"https://img.chewy.com/is/image/catalog/129673_MAIN._AC_SS190_V1497909068_.jpg","http://ecx.images-amazon.com/images/I/41ky5QVltVL._SL75_.jpg","11856  9040",0.444141689373297,0.0697,-1,0.091510580533516
193,"https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A1JX_130283948262113492xADBa8tGWV.jpg","http://ecx.images-amazon.com/images/I/41biEWjyZUL._SL75_.jpg","5872  8400",0.444444444444444,0.0333,-1,0
799,"https://target.scene7.com/is/image/Target/53211790?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/41Noh0V2mAL._SL75_.jpg","15088  5488",0.444444444444444,0.1009,-1,0.000113226631373
958,"https://target.scene7.com/is/image/Target/53210561?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/41BvooZWgEL._SL75_.jpg","5072  6800",0.445161290322581,0.0868,-1,0
785,"https://target.scene7.com/is/image/Target/50508421?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/410T1hxC83L._SL75_.jpg","4784  6768",0.445205479452055,0.1475,-1,0
228,"https://images.bonanzastatic.com/afu/images/5444/c9ac/bb08_5076786139/13FD2110-EEE9-42CC-AFAF-607A6C4A3656_thumbtall.jpeg","http://ecx.images-amazon.com/images/I/511k5vChvqL._SL75_.jpg","10384  9872",0.445482866043614,0.0413,-1,1.03524455893785
955,"https://target.scene7.com/is/image/Target/11427165?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/31-%2BuWfF%2BlL._SL75_.jpg","13680  2832",0.445754716981132,0.0718,-1,0.059744671007741
949,"https://target.scene7.com/is/image/Target/53105609?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/61JFnyR1vhL._SL75_.jpg","16112  16112",0.446,0.044,-1,0.074801791708266
405,"https://img.chewy.com/is/catalog/50586._AC_SS190_V1460478783_.jpg","http://ecx.images-amazon.com/images/I/41zeAG9%2B8wL._SL75_.jpg","11856  6032",0.446866485013624,0.097,-1,2.47234908101746E-06
991,"https://s7d4.scene7.com/is/image/BonTon/1012786?$medium_245$","http://ecx.images-amazon.com/images/I/51G4SJ6hH-L._SL75_.jpg","14000  13808",0.447004608294931,0.1378,-1,0.009615122623468
126,"http://g.christianbook.com/dg/product/web/w163/411673.jpg","http://ecx.images-amazon.com/images/I/51TLAztX2pL._SL75_.jpg","10128  1744",0.447284345047923,0.0492,-1,0.410051063534772
819,"https://target.scene7.com/is/image/Target/52992767?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/411iQYUQWZL._SL75_.jpg","12976  15888",0.447761194029851,0.0348,-1,0
796,"https://target.scene7.com/is/image/Target/52409983?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/41FZ4E29DOL._SL75_.jpg","14896  15376",0.448051948051948,0.0404,-1,0
45,"https://imagesprod1.dickssportinggoods.com/is/image/dkscdn/18WNCUNHLKNGHTSCCNHL_is/?$DSG_ProductCard$","http://ecx.images-amazon.com/images/I/51m9tS4lm1L._SL75_.jpg","10960  11920",0.448377581120944,0.0332,-1,1.0840431627912E-06
150,"http://g.christianbook.com/dg/product/web/w163/291354.jpg","http://ecx.images-amazon.com/images/I/51zGYQJgp4L._SL75_.jpg","9168  10032",0.448763250883392,0.0745,-1,0.150353677756115
948,"https://target.scene7.com/is/image/Target/14765969?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/41OXLCKO%2BlL._SL75_.jpg","14928  5648",0.449244060475162,0.0503,-1,0
256,"https://cdnimages.opentip.com/thumbs/PTY/PTY-011179688401_160_160.jpg","http://ecx.images-amazon.com/images/I/51iPo6GCShL._SL75_.jpg","8944  9264",0.449275362318841,0.031,-1,2.9737273393473
938,"https://target.scene7.com/is/image/Target/14532438?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/31Pj4VgcjAL._SL75_.jpg","15120  784",0.449893390191898,0.0806,-1,0
890,"https://target.scene7.com/is/image/Target/52832591?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51sPnCWzyxL._SL75_.jpg","15824  15728",0.45010183299389,0.0494,-1,0
266,"https://images.bonanzastatic.com/afu/images/01b3/08f4/2123_6210431930/71dyn52rb3l._sl1500__thumbtall.jpg","http://ecx.images-amazon.com/images/I/41Y5ZpPCNZL._SL75_.jpg","10704  10864",0.450151057401813,0.0194,-1,0
992,"https://s7d4.scene7.com/is/image/BonTon/1195275?$medium_245$","http://ecx.images-amazon.com/images/I/41tXlQssClL._SL75_.jpg","14320  2192",0.450450450450451,0.1241,-1,0
352,"https://img.chewy.com/is/image/catalog/110601_MAIN._AC_SS190_V1488551193_.jpg","http://ecx.images-amazon.com/images/I/31VltPckE9L._SL75_.jpg","4016  7792",0.450819672131148,0.0359,-1,0
951,"https://target.scene7.com/is/image/Target/50973349?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51N3etYOjgL._SL75_.jpg","15504  16112",0.451143451143451,0.0852,-1,163.581229558566
118,"http://g.christianbook.com/dg/product/cbd/w163/291743.jpg","http://ecx.images-amazon.com/images/I/41Xxoevh57L._SL75_.jpg","7056  1808",0.451612903225806,0.2355,-1,0
36,"https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/82-549-063-03.jpg","http://ecx.images-amazon.com/images/I/418Wp02J4LL._SL75_.jpg","14704  7728",0.451754385964912,0.0199,-1,0
22,"https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/V06W_1_20170825430199609.jpg","http://ecx.images-amazon.com/images/I/61FgLbFIO7L._SL75_.jpg","14704  14128",0.451754385964912,0.0399,-1,0.155045974845345
35,"https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A1N8_1_201705041557680632.jpg","http://ecx.images-amazon.com/images/I/51VC36ZTvLL._SL75_.jpg","12560  12912",0.452442159383033,0.0446,-1,0.097474119338269
209,"https://images.bonanzastatic.com/afu/images/909c/960e/be5c_5307743439/__12_thumb200.jpg","http://ecx.images-amazon.com/images/I/51mgEjKdTSL._SL75_.jpg","7248  11088",0.452914798206278,0.1163,-1,1
735,"https://target.scene7.com/is/image/Target/51602228?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/41b%2BWFoEVIL._SL75_.jpg","14736  15376",0.452954048140044,0.0551,-1,0
922,"https://target.scene7.com/is/image/Target/51850117?wid=325&hei=325&qlt=80&fmt=pjpeg","http://ecx.images-amazon.com/images/I/41dhcS-WwhL._SL75_.jpg","15184  15792",0.454352441613588,0.0438,-1,0
713,"https://target.scene7.com/is/image/Target/17482403?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51E298kjpAL._SL75_.jpg","15888  15856",0.454361054766734,0.0417,-1,0
31,"https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/AA7W_1_201802171949340433.jpg","http://ecx.images-amazon.com/images/I/51M4KZoyS9L._SL75_.jpg","14192  13648",0.454545454545455,0.0319,-1,0
700,"https://target.scene7.com/is/image/Target/51486689?wid=325&hei=325&qlt=80&fmt=pjpeg","http://ecx.images-amazon.com/images/I/61mvV63DstL._SL75_.jpg","15856  15600",0.455284552845528,0.0493,-1,1.08095782328897E-07
42,"https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A54V_1_201707251516252967.jpg","http://ecx.images-amazon.com/images/I/41wncxo2GcL._SL75_.jpg","14512  13200",0.455555555555556,0.0403,-1,1.61870516990348E-09
786,"https://target.scene7.com/is/image/Target/13964918?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51rsX6YaWKL._SL75_.jpg","15696  14576",0.455852156057495,0.146,-1,0.446611917294471
569,"https://img.chewy.com/is/catalog/98649._AC_SS190_V1457030302_.jpg","http://ecx.images-amazon.com/images/I/516usJibjsL._SL75_.jpg","12528  12688",0.456185567010309,0.0588,-1,7.17580462605838E-07
999,"http://www.bbtoystore.com/mm5/funko/FKO_MM_GOTS2_15_255x255.jpg","http://ecx.images-amazon.com/images/I/41vSFyjxAsL._SL75_.jpg","10416  8880",0.456521739130435,0.0153,-1,0
792,"https://target.scene7.com/is/image/Target/53266686?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/417tleW0L0L._SL75_.jpg","10416  6704",0.456521739130435,0.1212,-1,2.56181581956628
983,"https://s7d4.scene7.com/is/image/BonTon/1395549?$medium_245$","http://ecx.images-amazon.com/images/I/410wARG%2BtQL._SL75_.jpg","12080  7408",0.457219251336898,0.048,-1,0
73,"http://g.christianbook.com/dg/product/cbd/w163/6209746.jpg","http://ecx.images-amazon.com/images/I/51-dX9kk4qL._SL75_.jpg","8560  8432",0.458333333333333,0.0422,-1,0
194,"https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/AA7W_1_201802152048849877.jpg","http://ecx.images-amazon.com/images/I/41-Iu8KgfzL._SL75_.jpg","13712  13008",0.458823529411765,0.0351,-1,0.048458153015085
263,"https://images.bonanzastatic.com/afu/images/a7c2/4af2/0cb7_6183151817/s-l1600_thumb200.jpg","http://ecx.images-amazon.com/images/I/513QPbPshbL._SL75_.jpg","2832  10928",0.458823529411765,0.0759,-1,0.58563901529803
169,"https://imagesprod1.dickssportinggoods.com/is/image/dkscdn/16HRLMTXTRRSHXXXXSSR_Black_is/?$DSG_ProductCard$","http://ecx.images-amazon.com/images/I/51g-1CJkJuL._SL75_.jpg","3728  3856",0.460176991150443,0.1522,-1,5.0643674981643E-05
943,"https://target.scene7.com/is/image/Target/51039587?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/41IknaJkATL._SL75_.jpg","4144  528",0.46031746031746,0.1414,-1,0
954,"https://target.scene7.com/is/image/Target/52811095?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/41bdrKMs6qL._SL75_.jpg","11920  2576",0.460704607046071,0.067,-1,0
767,"https://target.scene7.com/is/image/Target/13906008?wid=325&hei=325&qlt=80&fmt=pjpeg","http://ecx.images-amazon.com/images/I/31%2BEQ2DwfjL._SL75_.jpg","14768  3728",0.462882096069869,0.0165,-1,0.061975854143099
28,"https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A29P_1_201804191340620695.jpg","http://ecx.images-amazon.com/images/I/61BhoIT82eL._SL75_.jpg","14064  14992",0.463302752293578,0.0398,-1,0.33407305378449
976,"http://www.bbtoystore.com/mm5/funko/FKO_4994_255x255.jpg","http://ecx.images-amazon.com/images/I/41UZr2yP2qL._SL75_.jpg","14224  12848",0.464852607709751,0.0449,-1,0
190,"https://imagesprod.dickssportinggoods.com/is/image/dkscdn/16NIKMNFLTXNSNZYMAPT_is/?$DSG_ProductCard$","http://ecx.images-amazon.com/images/I/41TWidt25YL._SL75_.jpg","4368  3248",0.466165413533835,0.0481,-1,0.186712726822193
43,"https://images10.newegg.com/ProductImageCompressAll300/A0U0_130475494352890625KkS8MllUvk.jpg","http://ecx.images-amazon.com/images/I/417mO15boCL._SL75_.jpg","13968  13104",0.466512702078522,0.0427,-1,0
771,"https://target.scene7.com/is/image/Target/53221531?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51WFtb%2BbDAL._SL75_.jpg","15248  14896",0.46723044397463,0.0628,-1,0
140,"http://g.christianbook.com/dg/product/web/w163/066524.jpg","http://ecx.images-amazon.com/images/I/41-uwXKKeIL._SL75_.jpg","7984  3856",0.467479674796748,0.1426,-1,0.423780018349864
730,"https://target.scene7.com/is/image/Target/52896905?wid=325&hei=325&qlt=80&fmt=pjpeg","http://ecx.images-amazon.com/images/I/51Z6X18ZBEL._SL75_.jpg","16112  16112",0.468,0.0248,-1,0
219,"https://images.bonanzastatic.com/afu/images/c602/d1ee/9e23_6229386215/__12_thumb200.jpg","http://ecx.images-amazon.com/images/I/31hgEM-Fk3L._SL75_.jpg","2160  208",0.46875,0.0664,-1,1.0104315225035
61,"http://g.christianbook.com/dg/product/ingram/w163/7058546.jpg","http://ecx.images-amazon.com/images/I/41U2VTSxrfL._SL75_.jpg","5552  10544",0.470588235294118,0.0778,-1,60.8289322296568
63,"http://g.christianbook.com/dg/product/cbd/w163/143995.jpg","http://ecx.images-amazon.com/images/I/41yVu-R3HKL._SL75_.jpg","9616  2032",0.471380471380471,0.1339,-1,1
711,"https://target.scene7.com/is/image/Target/53243965?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/61mU0lNA67L._SL75_.jpg","16112  16112",0.472,0.0665,-1,0.046115045319383
192,"https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A17P_1_201802251410669626.jpg","http://ecx.images-amazon.com/images/I/31Lh6TbEmXL._SL75_.jpg","6128  3088",0.473404255319149,0.0474,-1,1.20872579417288
24,"https://images10.newegg.com/ProductImageCompressAll300/A6UM_130808849727548810Orph5mGVsd.jpg","http://ecx.images-amazon.com/images/I/51bJ8PP0OsL._SL75_.jpg","12816  11408",0.473551637279597,0.0373,-1,0.090822975000941
801,"https://target.scene7.com/is/image/Target/52482723?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/41oYSatzxQL._SL75_.jpg","13424  1872",0.473557692307692,0.0495,-1,1.173618379049
86,"http://g.christianbook.com/dg/product/cbd/w163/321386.jpg","http://ecx.images-amazon.com/images/I/51LkXa43V7L._SL75_.jpg","8464  8688",0.475095785440613,0.1619,-1,0
791,"https://target.scene7.com/is/image/Target/16536042?wid=325&hei=325&qlt=80&fmt=pjpeg","http://ecx.images-amazon.com/images/I/41O9bb-UXDL._SL75_.jpg","9456  7760",0.476027397260274,0.0377,-1,0.999999940395355
175,"https://imagesprod.dickssportinggoods.com/is/image/dkscdn/17JQQMRGNLSTRFLDCCPS_Black_is/?$DSG_ProductCard$","http://ecx.images-amazon.com/images/I/41jNpr%2BLT0L._SL75_.jpg","1456  4016",0.476190476190476,0.0749,-1,0.21893120804386
859,"https://target.scene7.com/is/image/Target/52078347?wid=325&hei=325&qlt=80&fmt=pjpeg","http://ecx.images-amazon.com/images/I/41-qTKXNe-L._SL75_.jpg","15760  15728",0.476482617586912,0.0433,-1,0
773,"https://target.scene7.com/is/image/Target/53195040?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51K938I995L._SL75_.jpg","14544  15152",0.476718403547672,0.0925,-1,0
824,"https://target.scene7.com/is/image/Target/13429665?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/41tSFu9X4IL._SL75_.jpg","14960  6256",0.478448275862069,0.1347,-1,0
733,"https://target.scene7.com/is/image/Target/52760833?wid=325&hei=325&qlt=80&fmt=pjpeg","http://ecx.images-amazon.com/images/I/41x6v80nh6L._SL75_.jpg","15344  16112",0.478991596638655,0.086,-1,0
980,"https://s7d4.scene7.com/is/image/BonTon/1284156?$medium_245$","http://ecx.images-amazon.com/images/I/514H3ux9FxL._SL75_.jpg","11408  14640",0.481586402266289,0.0645,-1,0
979,"https://s7d4.scene7.com/is/image/BonTon/1345453?$medium_245$","http://ecx.images-amazon.com/images/I/51n9BXBCG2L._SL75_.jpg","14320  13648",0.481981981981982,0.063,-1,0.088697208659742
109,"http://g.christianbook.com/dg/product/cbd/w163/216803.jpg","http://ecx.images-amazon.com/images/I/413WodhmrtL._SL75_.jpg","4016  688",0.483606557377049,0.0243,-1,0
214,"https://images.bonanzastatic.com/afu/images/f7af/1123/856d_6034785860/s-l1600_thumb200.jpg","http://ecx.images-amazon.com/images/I/51hc6hNsqTL._SL75_.jpg","2096  10672",0.483870967741936,0.0366,-1,18.3040607695468
750,"https://target.scene7.com/is/image/Target/51355679?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/511tC5WBaQL._SL75_.jpg","8304  4976",0.484375,0.1331,-1,0.067860246163837
774,"http://s7d1.scene7.com/is/image/MoosejawMB/10367926x1012163_zm?$thumb225$","http://ecx.images-amazon.com/images/I/312%2BeqtAlcL._SL75_.jpg","5456  3440",0.48502994011976,0.0399,-1,2.56140285870288E-07
577,"https://img.chewy.com/is/image/catalog/136414_MAIN._AC_SS190_V1509718825_.jpg","http://ecx.images-amazon.com/images/I/510%2BermCpVL._SL75_.jpg","10256  10032",0.485804416403786,0.0374,-1,0.239987552316155
299,"https://img.chewy.com/is/image/catalog/140490_MAIN._AC_SS190_V1510871882_.jpg","http://ecx.images-amazon.com/images/I/51K5r-6h-eL._SL75_.jpg","10352  8080",0.4875,0.0511,-1,0
102,"http://g.christianbook.com/dg/product/cbd/w163/495032.jpg","http://ecx.images-amazon.com/images/I/51fV00rVqTL._SL75_.jpg","10256  11664",0.488958990536278,0.0891,-1,0.911825842298003
220,"https://images.bonanzastatic.com/afu/images/5a78/18c9/360f_4392504151/__12_thumb200.jpg","http://ecx.images-amazon.com/images/I/511lQbY%2BZbL._SL75_.jpg","3568  10288",0.490740740740741,0.0748,-1,19.343026163257
203,"https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/AC4Z_1_2017041047762706.jpg","http://ecx.images-amazon.com/images/I/41PJ96aDwqL._SL75_.jpg","10928  10320",0.49112426035503,0.012,-1,0
823,"https://target.scene7.com/is/image/Target/53060443?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/313WChTkkGL._SL75_.jpg","9616  4624",0.491582491582492,0.1097,-1,0
235,"https://images.bonanzastatic.com/afu/images/eff3/f82d/9a23_6196453291/s-l1600_thumb200.jpg","http://ecx.images-amazon.com/images/I/51GZansrjGL._SL75_.jpg","10448  720",0.492260061919505,0.1059,-1,0.420456324687495
836,"https://target.scene7.com/is/image/Target/13959198?wid=325&hei=325&qlt=80&fmt=pjpeg","http://ecx.images-amazon.com/images/I/51jO-7drCvL._SL75_.jpg","16112  16080",0.494,0.0465,-1,0
755,"https://target.scene7.com/is/image/Target/15181363?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/419HLZgQo0L._SL75_.jpg","8208  5008",0.494071146245059,0.1401,-1,0
758,"https://target.scene7.com/is/image/Target/52235219?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/319PRNz9bsL._SL75_.jpg","3088  1712",0.494623655913979,0.0692,-1,0
937,"https://target.scene7.com/is/image/Target/14041785?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/41O8sxQViaL._SL75_.jpg","7216  240",0.495495495495496,0.0609,-1,0.015623560140866
160,"https://imagesprod5.dickssportinggoods.com/is/image/dkscdn/17ADIMNCLLFBLKCTSAPT_is/?$DSG_ProductCard$","http://ecx.images-amazon.com/images/I/41QLnAvhR8L._SL75_.jpg","4432  4848",0.496296296296296,0.0406,-1,0.004080722919053
120,"http://g.christianbook.com/dg/product/cbd/w163/DL156446-CP.jpg","http://ecx.images-amazon.com/images/I/51OWWEInxzL._SL75_.jpg","8816  8144",0.496323529411765,0.1613,-1,9.30099322909227
18,"https://cdnimg.webstaurantstore.com/images/products/medium/356865/1313438.jpg","http://ecx.images-amazon.com/images/I/51EbG4mDzvL._SL75_.jpg","1264  11504",0.5,0.0329,-2,0
920,"https://target.scene7.com/is/image/Target/50620872?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/41V5Ip1O5CL._SL75_.jpg","944  4560",0.5,0.1053,-1,0
424,"https://images.bonanzastatic.com/afu/images/a9c9/217a/368b_5491186658/51-9mwof10l_thumb200.jpg","http://ecx.images-amazon.com/images/I/512bq-ds7SL._SL75_.jpg","9520  10608",0.5,0.0244,-1,0.003124984703053
789,"https://target.scene7.com/is/image/Target/52269446?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/41hDe9jvOTL._SL75_.jpg","1264  400",0.5,0.16,-1,0.181218977834326
121,"http://g.christianbook.com/dg/product/cbd/w163/400439.jpg","http://ecx.images-amazon.com/images/I/51mqWR-JnoL._SL75_.jpg","560  4912",0.5,0.0504,-1,1.59982562158257
757,"https://target.scene7.com/is/image/Target/52341892?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/31X1dnCSgzL._SL75_.jpg","1264  1424",0.5,0.1316,-1,59.8417343647451
743,"https://target.scene7.com/is/image/Target/53142780?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51yBBosCzoL._SL75_.jpg","15728  15888",0.502049180327869,0.0219,-1,0
832,"https://target.scene7.com/is/image/Target/53057964?wid=325&hei=325&qlt=80&fmt=pjpeg","http://ecx.images-amazon.com/images/I/41f8oEf%2BuRL._SL75_.jpg","12784  4912",0.502525252525252,0.04,-1,0
802,"https://target.scene7.com/is/image/Target/46832769?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51QAMPexV5L._SL75_.jpg","16048  15984",0.504016064257028,0.0887,-1,0
885,"https://target.scene7.com/is/image/Target/51761400?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51S5aLySVOL._SL75_.jpg","3600  15632",0.504587155963303,0.1302,-1,1.09953838879407
720,"https://target.scene7.com/is/image/Target/50334771?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51leJ6wuv1L._SL75_.jpg","14256  10128",0.509049773755656,0.029,-1,0.031732221895455
423,"https://images.bonanzastatic.com/afu/images/3985/5115/76/924391_to_924640_Green_Tickets_thumb200.jpg","http://ecx.images-amazon.com/images/I/41F-dTqvYxL._SL75_.jpg","9840  8016",0.509868421052632,0.0434,-1,0.161247702691723
889,"https://target.scene7.com/is/image/Target/51466719?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/31jtGkyeiYL._SL75_.jpg","16112  496",0.51,0.1113,-1,0
781,"https://target.scene7.com/is/image/Target/51850545?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/21jzyoXAEhL._SL75_.jpg","10576  1328",0.513761467889908,0.1625,-1,0
26,"https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A00Y_1_20170625393094819.jpg","http://ecx.images-amazon.com/images/I/510g09TRjBL._SL75_.jpg","6640  6704",0.514705882352941,0.0484,-1,0.006711259057924
202,"https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/ABMT_1_20160922267936674.jpg","http://ecx.images-amazon.com/images/I/51MF1EV8u0L._SL75_.jpg","12912  8112",0.5175,0.0173,-1,0
351,"https://img.chewy.com/is/catalog/103572_MAIN._AC_SS190_V1479227280_.jpg","http://ecx.images-amazon.com/images/I/41Q9OXlTYML._SL75_.jpg","12144  9904",0.518617021276596,0.0297,-1,0.109849096603032
398,"https://img.chewy.com/is/image/catalog/131165_MAIN._AC_SS190_V1501272338_.jpg","http://ecx.images-amazon.com/images/I/41cJTz62QLL._SL75_.jpg","12304  11952",0.52755905511811,0.0105,-1,0.005441817459545
