"url","page"
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a%3a13%3a260318",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a%3a13%3a260322",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a%3a13%3a260323",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a%3a13%3a260325",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a%3a13%3a260326",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a%3a13%3a260328",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a%3a13%3a260329",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a%3a13%3a260330",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a%3a13%3a260331",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a:523:375632",3
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a:525:375656",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a:525:375657",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a:525:375658",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a:525:375659",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a:525:375660",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a:525:375661",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a:525:375662",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a:525:375663",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a:525:375664",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a:525:375665",1
"https://www.base.com/pc/pg735/bn100244/products.htm?filter=a:525:375666",1
"https://www.base.com/ps4/pg735/bn10005853/games.htm?filter=a%3a523%3a375630",30
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a%3a13%3a260312",13
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a%3a13%3a260316",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a%3a13%3a260317",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a%3a13%3a260318",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a%3a13%3a260322",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a%3a13%3a260323",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a%3a13%3a260325",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a%3a13%3a260326",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a%3a13%3a260328",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a%3a13%3a260329",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a%3a13%3a260330",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a%3a13%3a260331",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a:523:375631",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a:523:375632",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a:525:375656",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a:525:375657",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a:525:375658",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a:525:375659",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a:525:375660",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a:525:375661",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a:525:375662",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a:525:375663",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a:525:375664",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a:525:375665",1
"https://www.base.com/ps4/pg735/bn10005853/products.htm?filter=a:525:375666",1
"https://www.base.com/smarthome/pg735/bn10008524/default.htm",1
"https://www.base.com/smarthome/pg735/bn10008524/default.htm?filter=a%3a12%3a259960",1
"https://www.base.com/smarthome/pg735/bn10008524/default.htm?filter=a%3a12%3a260187",1
"https://www.base.com/smarthome/pg735/bn10008524/default.htm?filter=a%3a12%3a295783",1
"https://www.base.com/smarthome/pg735/bn10008524/default.htm?filter=a%3a564%3a384228",1
"https://www.base.com/smarthome/pg735/bn10008524/default.htm?filter=a%3a564%3a384229",1
"https://www.base.com/smarthome/pg735/bn10008524/default.htm?filter=a%3a564%3a384230",1
"https://www.base.com/smarthome/pg735/bn10008524/default.htm?filter=a%3a564%3a384231",1
"https://www.base.com/smarthome/pg735/bn10008524/default.htm?filter=a%3a564%3a384232",1
"https://www.base.com/topselling_cat100007.htm?link=dropdownmenu",1
"https://www.base.com/topselling_cat100008.htm?link=dropdownmenu",1
"https://www.base.com/topselling_cat100012.htm?link=dropdownmenu",1
"https://www.base.com/wii-u/pg735/bn10005510/products.htm",1
"https://www.base.com/wii/pg735/bn10005510/products.htm?filter=a%3a523%3a375630",1
"https://www.base.com/wii/pg735/bn10005510/products.htm?filter=a%3a523%3a375632",1
"https://www.base.com/wii/pg735/bn100249/products.htm",1
"https://www.base.com/wii/pg735/bn100249/products.htm?filter=a%3a523%3a375630",1
"https://www.base.com/wii/pg735/bn100249/products.htm?filter=a%3a523%3a375632",1
"https://www.base.com/xbox-one/pg735/bn10006070/games.htm?filter=a%3a523%3a375630",17
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a%3a13%3a260312",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a%3a13%3a260316",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a%3a13%3a260317",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a%3a13%3a260318",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a%3a13%3a260322",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a%3a13%3a260323",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a%3a13%3a260325",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a%3a13%3a260328",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a%3a13%3a260329",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a%3a13%3a260330",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a%3a13%3a260331",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a:523:375631",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a:523:375632",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a:525:375656",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a:525:375657",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a:525:375658",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a:525:375659",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a:525:375660",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a:525:375661",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a:525:375662",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a:525:375663",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a:525:375664",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a:525:375665",1
"https://www.base.com/xbox-one/pg735/bn10006070/products.htm?filter=a:525:375666",1
